Ensembl_ID,Change,Name,Biotype,Chr,Length,Exonic Length,TSS_Downregulated,Downstream_Promoter_Downregulated,Gene_Body_Downregulated,Upstream_Promoter_Downregulated,TSS_Nondifferential,Downstream_Promoter_Nondifferential,Gene_Body_Nondifferential,Upstream_Promoter_Nondifferential,TSS_Upregulated,Downstream_Promoter_Upregulated,Gene_Body_Upregulated,Upstream_Promoter_Upregulated
ENSG00000132326,Downregulated,PER2,protein_coding,2,44572.0,6385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
ENSG00000132334,Upregulated,PTPRE,protein_coding,10,178795.0,5331.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,4.0,17.0,0.0
ENSG00000132341,Nondifferential,RAN,protein_coding,12,5800.0,2661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000132356,Nondifferential,PRKAA1,protein_coding,5,38820.0,5088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132357,Nondifferential,CARD6,protein_coding,5,14171.0,4221.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ENSG00000132359,Nondifferential,RAP1GAP2,protein_coding,17,241302.0,6661.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,20.0,1.0
ENSG00000132361,Upregulated,CLUH,protein_coding,17,22635.0,5244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
ENSG00000132376,Upregulated,INPP5K,protein_coding,17,22134.0,3194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
ENSG00000132382,Upregulated,MYBBP1A,protein_coding,17,16730.0,4807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
ENSG00000132383,Nondifferential,RPA1,protein_coding,17,69571.0,4340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ENSG00000132386,Upregulated,SERPINF1,protein_coding,17,15616.0,1548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000132388,Nondifferential,UBE2G1,protein_coding,17,97224.0,3974.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,6.0,1.0
ENSG00000132394,Upregulated,EEFSEC,protein_coding,3,255193.0,2232.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,10.0,0.0
ENSG00000132405,Nondifferential,TBC1D14,protein_coding,4,123267.0,4925.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,7.0,0.0
ENSG00000132406,Nondifferential,TMEM128,protein_coding,4,12671.0,1737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132423,Nondifferential,COQ3,protein_coding,6,24805.0,1335.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132424,Downregulated,PNISR,protein_coding,6,27258.0,5112.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132429,Upregulated,POPDC3,protein_coding,6,21581.0,1345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ENSG00000132432,Downregulated,SEC61G,protein_coding,7,7722.0,732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132434,Nondifferential,LANCL2,protein_coding,7,68295.0,4353.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ENSG00000132436,Nondifferential,FIGNL1,protein_coding,7,4583.0,3700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132463,Downregulated,GRSF1,protein_coding,4,24164.0,6666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000132466,Nondifferential,ANKRD17,protein_coding,4,185410.0,10784.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,3.0,0.0
ENSG00000132467,Nondifferential,UTP3,protein_coding,4,2073.0,2073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132470,Upregulated,ITGB4,protein_coding,17,36383.0,5919.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
ENSG00000132471,Upregulated,WBP2,protein_coding,17,10788.0,2225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000132475,Nondifferential,H3F3B,protein_coding,17,3346.0,2705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ENSG00000132478,Nondifferential,UNK,protein_coding,17,41029.0,3925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000132481,Upregulated,TRIM47,protein_coding,17,4415.0,2266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
ENSG00000132485,Nondifferential,ZRANB2,protein_coding,1,18007.0,3078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132507,Nondifferential,EIF5A,protein_coding,17,5083.0,1511.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132510,Nondifferential,KDM6B,protein_coding,17,14893.0,6713.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ENSG00000132535,Nondifferential,DLG4,protein_coding,17,29813.0,3975.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
ENSG00000132541,Downregulated,RIDA,protein_coding,8,14898.0,1057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000132549,Upregulated,VPS13B,protein_coding,8,864315.0,14094.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,11.0,0.0
ENSG00000132561,Downregulated,MATN2,protein_coding,8,167634.0,4106.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,16.0,2.0
ENSG00000132563,Nondifferential,REEP2,protein_coding,5,7948.0,2170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132570,Upregulated,PCBD2,protein_coding,5,64541.0,5621.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
ENSG00000132581,Nondifferential,SDF2,protein_coding,17,13820.0,1568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000132589,Nondifferential,FLOT2,protein_coding,17,18318.0,2756.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ENSG00000132591,Nondifferential,ERAL1,protein_coding,17,6130.0,1925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132600,Nondifferential,PRMT7,protein_coding,16,47420.0,4238.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
ENSG00000132603,Nondifferential,NIP7,protein_coding,16,3682.0,2402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132604,Nondifferential,TERF2,protein_coding,16,30428.0,2983.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ENSG00000132612,Nondifferential,VPS4A,protein_coding,16,15584.0,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000132613,Upregulated,MTSS1L,protein_coding,16,24863.0,4992.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
ENSG00000132623,Nondifferential,ANKEF1,protein_coding,20,23255.0,5303.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132635,Nondifferential,PCED1A,protein_coding,20,5379.0,2016.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132640,Nondifferential,BTBD3,protein_coding,20,35782.0,5137.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ENSG00000132646,Nondifferential,PCNA,protein_coding,20,11674.0,1359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000132661,Nondifferential,NXT1,protein_coding,20,4042.0,1123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132664,Nondifferential,POLR3F,protein_coding,20,17517.0,2416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132669,Upregulated,RIN2,protein_coding,20,115937.0,4505.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,9.0,2.0
ENSG00000132670,Nondifferential,PTPRA,protein_coding,20,165588.0,3725.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0
ENSG00000132676,Nondifferential,DAP3,protein_coding,1,49953.0,2089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000132680,Nondifferential,KIAA0907,protein_coding,1,21355.0,4499.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0
ENSG00000132688,Nondifferential,NES,protein_coding,1,8635.0,5558.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
ENSG00000132694,Upregulated,ARHGEF11,protein_coding,1,110531.0,6889.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,1.0,0.0
ENSG00000132716,Nondifferential,DCAF8,protein_coding,1,46737.0,4106.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ENSG00000132718,Downregulated,SYT11,protein_coding,1,25691.0,5240.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132740,Nondifferential,IGHMBP2,protein_coding,11,36758.0,3961.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132749,Nondifferential,TESMIN,protein_coding,11,15336.0,3495.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
ENSG00000132763,Nondifferential,MMACHC,protein_coding,1,13330.0,5296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132768,Upregulated,DPH2,protein_coding,1,3366.0,2472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132773,Nondifferential,TOE1,protein_coding,1,4306.0,2389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132780,Downregulated,NASP,protein_coding,1,34835.0,3207.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
ENSG00000132781,Nondifferential,MUTYH,protein_coding,1,11228.0,1929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000132792,Nondifferential,CTNNBL1,protein_coding,20,178174.0,2076.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0
ENSG00000132793,Nondifferential,LPIN3,protein_coding,20,19663.0,4363.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000132801,Nondifferential,ZSWIM3,protein_coding,20,21506.0,2773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
ENSG00000132819,Upregulated,RBM38,protein_coding,20,17927.0,2382.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0
ENSG00000132821,Upregulated,VSTM2L,protein_coding,20,42247.0,1959.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0
ENSG00000132823,Nondifferential,OSER1,protein_coding,20,13581.0,1616.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0
ENSG00000132824,Nondifferential,SERINC3,protein_coding,20,24679.0,4445.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132825,Nondifferential,PPP1R3D,protein_coding,20,3630.0,3630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000132832,Upregulated,LINC01260,lincRNA,20,39646.0,1416.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0
ENSG00000132837,Upregulated,DMGDH,protein_coding,5,72044.0,3106.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0
ENSG00000132840,Upregulated,BHMT2,protein_coding,5,19750.0,2050.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
ENSG00000132842,Nondifferential,AP3B1,protein_coding,5,294231.0,5838.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,3.0,0.0
ENSG00000132846,Upregulated,ZBED3,protein_coding,5,15252.0,6172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000132849,Nondifferential,PATJ,protein_coding,1,421444.0,8505.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,3.0,5.0,0.0
ENSG00000132879,Nondifferential,FBXO44,protein_coding,1,8471.0,3320.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132906,Upregulated,CASP9,protein_coding,1,33614.0,4463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132912,Nondifferential,DCTN4,protein_coding,5,50670.0,4208.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132950,Nondifferential,ZMYM5,protein_coding,13,40153.0,3268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000132952,Downregulated,USPL1,protein_coding,13,42834.0,4074.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
ENSG00000132953,Nondifferential,XPO4,protein_coding,13,125482.0,9921.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0
ENSG00000132963,Nondifferential,POMP,protein_coding,13,19822.0,1428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132964,Nondifferential,CDK8,protein_coding,13,151100.0,3055.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ENSG00000132965,Nondifferential,ALOX5AP,protein_coding,13,50948.0,1224.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,3.0,3.0,2.0
ENSG00000132967,Nondifferential,HMGB1P5,transcribed_processed_pseudogene,3,985.0,985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000132970,Nondifferential,WASF3,protein_coding,13,131241.0,4823.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0
ENSG00000133019,Nondifferential,CHRM3,protein_coding,1,286380.0,8780.0,0.0,0.0,1.0,0.0,1.0,1.0,17.0,1.0,0.0,1.0,13.0,0.0
ENSG00000133026,Nondifferential,MYH10,protein_coding,17,156557.0,7762.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,1.0
ENSG00000133027,Upregulated,PEMT,protein_coding,17,86144.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0
ENSG00000133028,Nondifferential,SCO1,protein_coding,17,25095.0,9612.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ENSG00000133030,Upregulated,MPRIP,protein_coding,17,149889.0,10960.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,12.0,4.0
ENSG00000133048,Upregulated,CHI3L1,protein_coding,1,7819.0,1792.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000133059,Nondifferential,DSTYK,protein_coding,1,69062.0,7874.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0
ENSG00000133065,Nondifferential,SLC41A1,protein_coding,1,24084.0,4997.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ENSG00000133069,Nondifferential,TMCC2,protein_coding,1,45168.0,3738.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,2.0
ENSG00000133103,Nondifferential,COG6,protein_coding,13,136039.0,5257.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0
ENSG00000133104,Nondifferential,SPART,protein_coding,13,45158.0,4944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
ENSG00000133106,Upregulated,EPSTI1,protein_coding,13,105843.0,3160.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133107,Upregulated,TRPC4,protein_coding,13,233790.0,4059.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,9.0,1.0
ENSG00000133110,Nondifferential,POSTN,protein_coding,13,36256.0,3373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133111,Nondifferential,RFXAP,protein_coding,13,9881.0,2304.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133112,Downregulated,TPT1,protein_coding,13,7814.0,4814.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133114,Nondifferential,GPALPP1,protein_coding,13,32560.0,5368.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
ENSG00000133119,Nondifferential,RFC3,protein_coding,13,19448.0,2402.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0
ENSG00000133121,Upregulated,STARD13,protein_coding,13,182621.0,5917.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,18.0,2.0
ENSG00000133131,Nondifferential,MORC4,protein_coding,X,59511.0,3834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133134,Nondifferential,BEX2,protein_coding,X,1602.0,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133135,Upregulated,RNF128,protein_coding,X,70330.0,2817.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133138,Downregulated,TBC1D8B,protein_coding,X,73466.0,5717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ENSG00000133142,Downregulated,TCEAL4,protein_coding,X,2162.0,1571.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133169,Downregulated,BEX1,protein_coding,X,1590.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
ENSG00000133193,Nondifferential,FAM104A,protein_coding,17,25019.0,2865.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
ENSG00000133195,Upregulated,SLC39A11,protein_coding,17,446739.0,2752.0,0.0,0.0,5.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,15.0,0.0
ENSG00000133216,Upregulated,EPHB2,protein_coding,1,210536.0,10816.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,2.0,30.0,1.0
ENSG00000133226,Nondifferential,SRRM1,protein_coding,1,30256.0,4011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
ENSG00000133243,Upregulated,BTBD2,protein_coding,19,30287.0,2649.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,4.0,1.0
ENSG00000133247,Nondifferential,KMT5C,protein_coding,19,8268.0,2308.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000133256,Nondifferential,PDE6B,protein_coding,4,45199.0,3280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ENSG00000133265,Upregulated,HSPBP1,protein_coding,19,18130.0,1768.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
ENSG00000133275,Upregulated,CSNK1G2,protein_coding,19,40190.0,2918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0
ENSG00000133302,Nondifferential,SLF1,protein_coding,5,79275.0,5905.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133313,Nondifferential,CNDP2,protein_coding,18,27247.0,5130.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133315,Upregulated,MACROD1,protein_coding,11,167504.0,1205.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,4.0,0.0
ENSG00000133316,Nondifferential,WDR74,protein_coding,11,8898.0,1736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133318,Nondifferential,RTN3,protein_coding,11,78403.0,4937.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
ENSG00000133321,Upregulated,RARRES3,protein_coding,11,8572.0,938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000133393,Nondifferential,FOPNL,protein_coding,16,22896.0,2275.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133398,Nondifferential,MED10,protein_coding,5,6714.0,1141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133401,Upregulated,PDZD2,protein_coding,5,471522.0,11704.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,18.0,1.0
ENSG00000133422,Nondifferential,MORC2,protein_coding,22,43169.0,5181.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133424,Upregulated,LARGE1,protein_coding,22,222002.0,5368.0,0.0,0.0,3.0,0.0,1.0,1.0,23.0,0.0,0.0,1.0,29.0,0.0
ENSG00000133433,Nondifferential,GSTT2B,protein_coding,22,3773.0,1099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133466,Nondifferential,C1QTNF6,protein_coding,22,8123.0,2934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0
ENSG00000133597,Nondifferential,ADCK2,protein_coding,7,21969.0,2377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ENSG00000133606,Downregulated,MKRN1,protein_coding,7,26530.0,3151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133612,Upregulated,AGAP3,protein_coding,7,57691.0,3225.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,4.0,1.0
ENSG00000133619,Nondifferential,KRBA1,protein_coding,7,19519.0,4020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
ENSG00000133624,Upregulated,ZNF767P,transcribed_unprocessed_pseudogene,7,77574.0,3520.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133627,Upregulated,ACTR3B,protein_coding,7,95630.0,2216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ENSG00000133639,Downregulated,BTG1,protein_coding,12,5620.0,4680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133640,Nondifferential,LRRIQ1,protein_coding,12,208735.0,5394.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
ENSG00000133641,Nondifferential,C12orf29,protein_coding,12,14715.0,2919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133657,Nondifferential,ATP13A3,protein_coding,3,95693.0,7720.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,8.0,4.0
ENSG00000133678,Nondifferential,TMEM254,protein_coding,10,13905.0,2154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133687,Upregulated,TMTC1,protein_coding,12,283920.0,8805.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,5.0,0.0
ENSG00000133703,Nondifferential,KRAS,protein_coding,12,46143.0,5765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133704,Nondifferential,IPO8,protein_coding,12,66999.0,5325.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0
ENSG00000133706,Nondifferential,LARS,protein_coding,5,69623.0,4766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
ENSG00000133731,Nondifferential,IMPA1,protein_coding,8,28733.0,2690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
ENSG00000133739,Nondifferential,LRRCC1,protein_coding,8,37415.0,4493.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133740,Upregulated,E2F5,protein_coding,8,37294.0,1890.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
